phi,O2,N2,fuel,CO,CO2,CH4,H2,oxygen,ethene,formaldehyde,propene,water,propadiene (allene),acetaldehyde,"1,3-butadiene",1-butene,acrolein,propanal,furan,cyclopentadiene,cyclopentene,cyclopentane,crotonaldehyde (trans),crotonaldehyde (cis),benzene,"1,2-epoxycyclopentane",toluene,cyclopentanone,cyclopent-2-enone,3-methylfuran,oxirane,h radical,hydroxy,hydroperoxy,peroxide
100.0,0.00035,0.99465,0.005,0.2550185613682561,0.001472114871800183,0.41155627896554875,56.60476453199085,341.4862127579404,10.557583718184919,0.06856979409791673,9.33183645634983,8.217255370814376,0.07027688721616043,0.001379495288873179,0.012818745572180174,0.013041495538373402,0.4399432134561714,0.000049644841162423875,0.0004002950953489224,68.19840415015624,4913.282067391164,0.004780780394338546,0.0005500176862256092,0.0005500176862256092,0.00047349626765725775,0.46091254278588706,7.655595402991144e-7,0.0006580723983363319,0.04999867790135371,2.9157682380626185e-7,0.0002962196303763119,0.000031780319604176624,3.4543319674753423e-6,0.005887680317395025,0.30620828570969516
12.0,0.002916667,0.992083333,0.005,16.04706661557451,0.5665317020078358,20.79567593288139,144.306602925544,2676.406127062962,47.31104568816899,2.8971247270972276,21.35067408206006,227.61151351454515,0.2972011438435957,0.08075113204908621,0.6292659724789756,1.390885079944969,16.305984932559582,0.006195755343081236,0.03272401662610604,220.377106456092,4525.1366205787435,0.12755599999564965,0.01861080855379228,0.01861080855379228,0.01853265516561865,7.332698749220549,0.00016372991126875164,0.020675601181591282,3.2701172105570144,0.00002118001159633682,0.025754200482309225,0.00014024170246370362,0.00010166758873459322,0.10125302970950709,4.980147643901863
6.0,0.005833333,0.989166667,0.005,60.20318468550344,3.1691381450852423,56.74935389380545,183.94617254256522,5244.9401425587375,67.54642011574731,8.516822462759995,19.714175905971235,548.1747458152056,0.25024282718179525,0.2781324867355124,2.620455555759197,3.34123871999046,36.727219160770495,0.029713273386926344,0.10324163506185492,320.8022247902904,4107.262449376563,0.33293826783154334,0.0667927708266781,0.0667927708266781,0.18646010007187028,15.250147465289745,0.000684116841532385,0.04990005696594581,9.288421956965013,0.00007080827431379709,0.09036523599965246,0.00020616718150685587,0.00026434557574601665,0.24051132246900722,11.212727504977886
3.0,0.011666667,0.983333333,0.005,189.46714395809778,13.642203785862401,112.89708935779365,205.36036824142298,10455.762707701908,87.30107206036388,24.453542788260588,17.003223587462603,1097.9369130865125,0.23093859092870236,0.8192923955480829,8.184036018600164,5.419328222307452,68.32593064508256,0.11697484361374504,0.23755385631686854,413.7866298790058,3491.4560493981044,0.6691092364041527,0.21362345704031094,0.21362345704031094,1.1025792587519603,26.148561145906193,0.001737879506532793,0.09344864271349489,20.35074241162878,0.0001888143172943163,0.26328775876682686,0.00027378862557570703,0.0006028082070859308,0.5268111430022664,23.03204255595769
2.0,0.0175,0.9775,0.005,325.65846510679995,27.484526582602122,142.36460872465912,206.47592748483345,15812.013637594951,99.77268932214174,41.82134795210729,15.743779127622098,1500.9580046413873,0.2663399048313375,1.3635073103886048,13.300765179388316,6.120403471059765,88.5988054896901,0.2139776013422794,0.3267019207646127,447.5626344409588,3095.3273810265327,0.8731583640031143,0.35714819254805524,0.35714819254805524,2.1731968297207707,32.53885715410729,0.002360927592654731,0.12029538812303181,28.58228184133199,0.0002859393115898643,0.4481721779287053,0.00030898766292793833,0.0009064481931790682,0.7944443717132308,33.79332988554005
1.75,0.02,0.975,0.005,380.7473543532207,33.707971758722074,149.6451373336066,205.42776005945632,18142.693612091425,104.32060890546323,48.83335072255408,15.387742358228916,1640.443662221498,0.2852434496854712,1.574559267161648,15.153864909093583,6.226585206922129,94.77073474849793,0.25146868781769643,0.35336563997425413,454.63982927205967,2967.841670566945,0.9315766272766274,0.4104578389912953,0.4104578389912953,2.5685416329201094,34.4668524180309,0.0025281801814939176,0.12885231288929405,31.43575614231738,0.00031806593995789296,0.525464617758681,0.0003196882630254812,0.0010238796127791678,0.9014801895417357,38.12478607058396
1.5,0.023333333,0.971666667,0.005,449.8206598813976,41.94715765990219,156.07240800596492,203.52379954832267,21276.149443023514,109.84829858938211,57.510606860504765,14.997017956088058,1802.8240745647417,0.3099399430971612,1.8301121760662944,17.310724238584275,6.267824672041636,101.28049173184044,0.29588570665437564,0.380735776050464,460.45768946759296,2825.448215431011,0.9896416012977919,0.4732724232083851,0.4732724232083851,3.014748213968189,36.536774574767755,0.002686626728857943,0.1384660018785089,34.75995348404533,0.000352585374582408,0.6246209783368198,0.00033135667144023863,0.0011691718069482449,1.0368083742487677,43.656830645637314
1.25,0.028,0.967,0.005,537.5640539247617,53.0415287434588,160.69724406034567,200.41869217009008,25703.717079920545,116.66113292997811,68.24398594612563,14.544064017686988,1993.941705507406,0.3410064553019139,2.137824047622151,19.7984284728606,6.207105057549293,107.89837823523547,0.34707245944316345,0.406865662186496,464.4126759219364,2666.011850478891,1.0416887508886377,0.546547510322767,0.546547510322767,3.490103847238174,38.74253880767257,0.0028184294248225195,0.1494077161328385,38.67662184356134,0.00038712034967805444,0.7541258386431428,0.00034393846967566496,0.001352583255958161,1.2123986852026445,50.95631400373074
1.1,0.031818182,0.963181818,0.005,601.7093044797979,61.54898161267443,161.96947542849801,197.72584010915452,29354.82173146,121.49411727673754,75.81927004742917,14.221002846604827,2125.533189844579,0.36259817686255014,2.3489188926474296,21.450026420562335,6.099107387688269,111.73650657217081,0.3801127773052931,0.42031973410844664,465.5656620802107,2561.280042167621,1.0653100770951125,0.5954431688737885,0.5954431688737885,3.7677632766125293,40.12320836452392,0.002871918471922081,0.1567552015678056,41.376268835365764,0.00040565691835363,0.8511620952318386,0.00035172748900873127,0.001487027751521803,1.3446123408177089,56.560519516615656
1.0,0.035,0.96,0.005,650.2383250541942,68.18307154863558,161.88682228361392,195.44631730644844,32413.465374245858,125.05160540109988,81.36725299213134,13.972851009099871,2221.537122892513,0.3780104605072555,2.49977557805862,22.61149300620546,5.987435785041309,114.14322846138381,0.40233769005535974,0.4274407923579,465.700838631719,2487.42762306722,1.0752023859732969,0.6297548241560523,0.6297548241560523,3.9372068029948473,41.06250226150102,0.00289059470900189,0.16203065045395804,43.346946862696896,0.0004158272985389167,0.9257679199982108,0.0003568417439987843,0.001589478606466857,1.4474156586398663,60.989717860471714
