phi,O2,N2,fuel,CO,CO2,CH4,H2,oxygen,ethene,formaldehyde,propene,water,propadiene (allene),acetaldehyde,"1,3-butadiene",1-butene,acrolein,propanal,furan,cyclopentadiene,cyclopentene,cyclopentane,crotonaldehyde (trans),crotonaldehyde (cis),benzene,"1,2-epoxycyclopentane",toluene,cyclopentanone,cyclopent-2-enone,3-methylfuran,oxirane,h radical,hydroxy,hydroperoxy,peroxide,cyclopent-3-enone
100.0,0.00035,0.99465,0.005,0.06719749468545223,0.0003254460359976865,0.0806992796681417,32.258815762752135,349.46149374063054,6.420990606572465,0.02852462135692197,5.977894339812018,0.516815612116522,0.03408164284318833,0.00002722185672847407,0.0020770767919315435,0.0016334085908265834,0.10021384306585782,1.316333050426786e-6,0.00007051715209927399,38.85751462317436,4954.175285784123,0.000010935223301374705,5.614254029311933e-7,3.7351862310132272e-6,3.1389116775405664e-7,0.09630093881390438,9.996715270269437e-9,0.00008358527820970323,0.006471545491680745,1.925684345726358e-7,0.000054905467026725666,4.5344980540040635e-6,1.6927223561374243e-7,0.0025186388185242966,0.0709780455149828,0.00003970807487118606
12.0,0.002916667,0.992083333,0.005,2.359384931228869,0.09892624974131363,2.9972179628954287,43.96105968197921,2902.470635872093,26.268144469693414,0.9834858314133956,18.278212000638455,13.247937898273134,0.24546721548408706,0.002358456779164359,0.054365562671307086,0.17183731420130866,3.7837599058773206,0.0001715632585996578,0.003083607576911874,75.54654246385388,4893.115489427485,0.00026844747631388276,0.00003325115164433423,0.00022122142596537738,0.000052971120807193864,1.3145535281706726,6.52170913283763e-7,0.0025444235606581853,0.31183197112600136,8.867791911057673e-6,0.0034933303833965053,0.000017957007864054468,4.375331066379251e-6,0.03430106757023823,0.9701882274299093,0.0023573329954829077
6.0,0.005833333,0.989166667,0.005,6.609712323334524,0.6125182676725144,8.954859705493549,51.66750425939744,5793.120284977537,40.78062912273768,2.5908879607932294,21.24475405557359,37.26409576541434,0.29711463648645015,0.010912449071224444,0.18516142820873122,0.5410866754970621,9.884022523711991,0.0008141792869833567,0.009552113088744514,108.06148762937981,4836.481754246428,0.0008880857461930566,0.00018072187462693054,0.0012023510452196563,0.0005476701255767567,3.2221702374459937,2.6373940016782808e-6,0.007255679386928949,1.0534522522316898,0.000029049581474712397,0.014877201196544948,0.00002707832475858964,0.000012404738065690013,0.08501481433708342,2.4388129843865585,0.008985972985410347
3.0,0.011666667,0.983333333,0.005,20.20442847496039,4.075332641020736,28.554773291019487,65.37356813946772,11545.324826037206,69.38379412763481,6.846014455405051,23.501899700460108,109.82398483667006,0.29375397585201507,0.06058200289575257,0.7591132395047251,1.529625218980262,23.557857304750865,0.005053459252777364,0.03191547719432766,182.61744826347154,4698.004920472535,0.003363588416762937,0.0012735072531492857,0.008472701982583628,0.007694588993354661,8.240679681674418,0.000015807167782421304,0.021132544511691016,3.661151546486471,0.00010552367457695542,0.07562137688120488,0.000044131263116646975,0.00003729942132423609,0.22570031650093964,6.725579151292892,0.035558286358119404
2.0,0.0175,0.9775,0.005,41.75872882080819,11.89785456192521,54.19370543658947,77.14593314084316,17265.70811343223,98.18249936283374,12.598188523564001,25.165624830354705,205.87938509905453,0.28354956118419394,0.16813032296629857,1.8154590488875515,2.5251555124106795,36.78979355770592,0.01552504200790099,0.06409469776221605,262.9468782960941,4537.113327899007,0.007205158725407397,0.003948488922188108,0.026269472360698782,0.03617612759792059,13.806711968320199,0.000051173920675493884,0.0384148291830333,7.363626783857781,0.00022318768122072644,0.19912649928128234,0.00005996908307947463,0.00007164139993431037,0.39691045262040553,12.337677552139457,0.07870598448690458
1.75,0.02,0.975,0.005,53.28950732918397,16.516358864256166,65.26909110833381,81.48316996411016,19711.183835299824,110.25810635976306,15.492874883895988,25.83345155894701,250.67093490928372,0.28239982514952766,0.2309778430959487,2.396554735334239,2.8872671694693564,42.06360272636826,0.021999936562864576,0.07935574646494678,296.1436706414072,4467.383287637789,0.009073647098313896,0.005568363649899915,0.03704656800134409,0.05787637815972152,16.116223537808235,0.00007461246770163016,0.04613508340319875,9.113895109093434,0.0002803814567599778,0.27009533958244675,0.00006616661252028466,0.00008817421269261101,0.4736214845815033,14.990187426736943,0.10117188286604535
1.5,0.023333333,0.971666667,0.005,70.4351704702881,23.611528436062812,79.19519082731883,86.66828693092287,22968.69017899519,125.99253632616418,19.673078455165044,26.681956783252286,311.60219825544425,0.283498331953811,0.3270954799085969,3.2612436084059344,3.294899628920785,48.691443221726566,0.03214817274164765,0.10006508697419624,338.07865601705464,4376.726982903201,0.01163879972038701,0.008080656618677034,0.053760957878482236,0.09587644140601995,19.040213301594665,0.00011329304814746032,0.05637105997843704,11.494111383009267,0.0003584688739670361,0.3786785091506791,0.00007387504047091048,0.00011117934928289459,0.5763017940881194,18.674502031606057,0.13388355319612336
1.25,0.028,0.967,0.005,97.11574721721783,34.86876352685132,96.37370692555072,92.95766767113835,27526.41350930886,147.20876337592128,25.971574453365708,27.783613894300355,396.8363308951668,0.28902566367344934,0.478887086189425,4.5926214915354855,3.7291549702218822,57.21166047637856,0.048472613540516137,0.1286225809264291,391.7090825985816,4256.768289778711,0.015220674412360795,0.012102715307546898,0.08051987664088191,0.1640937468117888,22.791759806529555,0.00017979080781446732,0.07027570390392984,14.803103989128997,0.00046585780675142355,0.5520104038376137,0.00008370350900299642,0.00014433537165504034,0.7183794149749363,24.026148890282006,0.1835978955835131
1.1,0.031818182,0.963181818,0.005,120.61382364887181,44.811722678513036,108.21528194083697,97.41859217187596,31255.24921838649,163.7791532082599,31.355333643380455,28.60715027083551,465.0450718354847,0.29617121516742706,0.6124069560718279,5.743638190083052,3.983691964411182,63.55566763505126,0.06293316548431957,0.15091757486926952,431.1957443674132,4165.69966301399,0.018048307106401443,0.015685537078829588,0.10435652925064813,0.22958187776364272,25.562178897939738,0.0002426067260291944,0.0811197878780619,17.42521145051614,0.0005486355876520113,0.7073636266501767,0.0000910162533299283,0.00017167107530874376,0.831836458783893,28.511806134087454,0.22659610151747414
1.0,0.035,0.96,0.005,140.96215079521144,53.369109943502025,116.61629623037086,100.74893321182599,34363.463806697415,176.9996847633015,35.90921840191148,29.239459531796893,520.2585237865695,0.3034899285285536,0.7269563871064582,6.722187924625589,4.139778712052961,68.43593088945724,0.07532614916323434,0.1684934232130546,461.29414352927773,4094.8066341950603,0.020295062974450735,0.018792823246337863,0.12502942118003377,0.2884176120999732,27.677143096534515,0.0002991568082099838,0.089739297162587,19.5287522600173,0.0006128469764879447,0.8432000865396547,0.00009667126411885604,0.00019431215674251505,0.9239890310759846,32.29369525486204,0.2634558443985111
