phi,O2,N2,fuel,CO,CO2,CH4,H2,oxygen,ethene,formaldehyde,propene,water,propadiene (allene),acetaldehyde,"1,3-butadiene",1-butene,acrolein,propanal,furan,cyclopentadiene,cyclopentene,cyclopentane,crotonaldehyde (trans),crotonaldehyde (cis),benzene,"1,2-epoxycyclopentane",toluene,cyclopentanone,cyclopent-2-enone,3-methylfuran,oxirane,h radical,hydroxy,hydroperoxy,peroxide,cyclopent-3-enone
100.0,0.00035,0.99465,0.005,0.03429867761278174,0.0001386839412816258,0.026748163521421002,33.15265781277859,349.49469494702134,6.664541837039515,0.02132672241023334,6.323318711449501,0.4625841838183444,0.035181338033631014,0.00006001335279877755,0.0020110865053949295,0.000593131802524554,0.04024797726693928,2.736556508454853e-6,0.000030936342903589966,39.77657798962492,4952.887594719821,8.533834145632432e-6,0.00007490285414969254,0.00007490285414969254,4.427062569711028e-7,0.06149185300866859,8.570200663382355e-8,0.00001625983391279158,0.0005613393764787282,5.568422112351519e-9,0.000028760506827495505,5.527611634874152e-6,1.7192435192063222e-7,0.0008335821717982058,0.02095432889169656,0.000011681690513227186
12.0,0.002916667,0.992083333,0.005,1.347845384404217,0.03328536755025809,0.7522395707885572,50.9866068488239,2901.1516430360102,30.9988103111762,0.7683346548029356,26.660807628520093,14.027118341276456,0.5134752042185416,0.004373026764527313,0.031151864001746233,0.06776794556544063,1.4127086014793333,0.0003625435457384545,0.001054466137191874,81.27346191806556,4874.830921551153,0.00007093508628857822,0.0022490707246885094,0.0022490707246885094,0.00006704706538443398,0.5140992861566772,7.746170650369503e-6,0.0005690505936706983,0.029276078983219222,2.733600790675696e-7,0.001574645117777465,0.000025961751877456855,5.270481231771484e-6,0.007025892837512127,0.17513134513189302,0.0015377573683211618
6.0,0.005833333,0.989166667,0.005,4.546130955193835,0.20261688530616143,2.0659488687231446,64.51099450202128,5785.108212052272,49.928665819616384,2.3511645644669574,38.522113646229656,43.42876237909841,1.0096227204866346,0.02209650557360876,0.10426981027081625,0.26701063835478284,4.544914227365458,0.001668144067395397,0.0026654335812334486,112.33647097291582,4798.757909610689,0.00014938255333032344,0.0069407998217777475,0.0069407998217777475,0.0006416134059412851,1.1293148140212022,0.00003263583884840877,0.0017549356062690712,0.11702037518249768,9.032762289158312e-7,0.006335660515374333,0.00004202226831932523,0.000016508998137764652,0.01569403249292209,0.38926710207552817,0.008094608486586042
3.0,0.011666667,0.983333333,0.005,16.79806027997522,1.2870311236219298,5.503816383657617,87.73352594548928,11510.65975976528,84.24089185387525,7.2484676265945165,51.61343725578207,139.42568997429004,1.672015028923637,0.1264838901454928,0.44295174492052924,0.9571304058527295,15.343946965959933,0.007789482007638036,0.006651256308557308,164.8041947489219,4628.106000049883,0.00034243481002281306,0.022493974857934033,0.022493974857934033,0.00703539615588182,2.7098633432611257,0.0001432044269718544,0.006275179626884316,0.5183305389174446,3.314343699730303e-6,0.029977106935594886,0.00007135798208466274,0.00005452128976448431,0.039483700073545645,0.9748179320279938,0.04432339151389432
2.0,0.0175,0.9775,0.005,40.39118634780722,4.161196530386178,9.889528359487365,111.23643486855447,17171.48647441178,121.71672051386537,14.55512817940893,57.70148834292386,290.83171808210784,1.9462305909583024,0.3803932631208443,1.2411289096236733,1.962677953140557,32.711643952890505,0.020594781803749185,0.01294026136584223,216.18323858444978,4408.693750014243,0.0006125087937060762,0.048885470439499736,0.048885470439499736,0.032019961408198266,4.796804996150455,0.00037101516968851344,0.015806978796222768,1.371817919394671,8.236552184784326e-6,0.08483039401873105,0.00010417413843948024,0.00011825508914781924,0.0747806339684473,1.8470485623614497,0.12995559667309892
1.75,0.02,0.975,0.005,56.03953985133579,6.3524017715791254,12.156943502838958,122.11409542085326,19571.597159049827,140.0335749268767,18.649920420382365,58.8307277724899,377.33387294677163,1.9611397390351404,0.5590248494949404,1.8287261559767998,2.493700580230482,42.506207344180375,0.02922839163242282,0.017027420334929357,239.0616277351431,4293.427610792609,0.0007637733846710427,0.06559565317917232,0.06559565317917232,0.055156297469012336,5.864764159283374,0.0005211066650955558,0.022452001336922534,1.9482673450957868,0.000011670775110705876,0.12385268892586437,0.00012072806930356644,0.00015675956982640616,0.09492926238921313,2.348923276475259,0.19091828911222955
1.5,0.023333333,0.971666667,0.005,85.0602301726557,10.765931970576286,15.738947838985064,137.75325947116266,22739.278257696515,167.5142811990132,25.388392210105284,59.08884883182579,518.9289121355094,1.8944542405774447,0.8905799533919282,2.9816631587006728,3.318282475670653,58.13462094198254,0.04520982967063314,0.02472233714960356,270.57293421268884,4113.796244748023,0.0010123338171710258,0.09654284684222436,0.09654284684222436,0.10869546402213533,7.470677935409356,0.0007854398854698928,0.03494142144235443,3.0012630154214324,0.00001831322843964668,0.19830316826669703,0.0001464028448416887,0.00022320733420457404,0.12856352824247125,3.1949761373013987,0.30683317473819643
1.25,0.028,0.967,0.005,150.8160371992705,21.80777818494441,22.522517673859454,162.26882028227755,27089.57015770742,213.76518080718404,38.50269990969923,56.99150557646091,782.9540091606601,1.6511725071369154,1.607332599597543,5.694696990473978,4.77512194129105,85.5219016197918,0.08086626197787895,0.04278338372749405,315.54112878090234,3799.5404042513933,0.001485353347562925,0.17067914239467336,0.17067914239467336,0.27039465959556175,10.109078884959372,0.001290005483861249,0.06254816314171888,5.24349334610957,0.00003443525483922467,0.3700421231625041,0.00019232475861605554,0.0003592473658917618,0.19533177182457276,4.910198217312556,0.5693914985618934
1.1,0.031818182,0.963181818,0.005,241.30045887223193,38.54867506053439,30.803397001482466,184.3914573143055,30548.416281644408,260.0741253331227,54.29685896160164,53.039730461008325,1072.6910701490378,1.3538343324892528,2.503117069159836,9.320930022592647,6.32310262634435,112.3486267570439,0.12889473168545432,0.0685732423522436,349.5295202350521,3477.8082970163473,0.0020228096195881087,0.2865524531362878,0.2865524531362878,0.5649551992265996,12.630491782056144,0.001769448140017115,0.0974376986092843,7.989202199538546,0.00005884046156691595,0.608343071125327,0.00024214164718789328,0.0005287106159641199,0.2784007097963267,7.116972720917017,0.9153581699753104
1.0,0.035,0.96,0.005,354.2106011684711,61.35199398926759,40.67353160954076,202.93215578079005,33350.03630638757,304.35366001095326,72.32486138516707,48.44323651428525,1367.7007395190983,1.088341380432577,3.504743194805174,13.374628532204731,7.857699449353188,135.54011786089575,0.1882640833802369,0.10144461978559062,370.85074347246484,3171.067669302952,0.002588606076336339,0.45430347253033865,0.45430347253033865,1.0227446789074275,14.929035480565858,0.0020973445238377172,0.13582272302385662,10.953403501309477,0.00009296338303856813,0.9098367347282665,0.0002934357705214906,0.0007259531463738201,0.3786474089433135,9.88760408373506,1.3154719110778057
