phi,O2,N2,fuel,CO,CO2,CH4,H2,oxygen,ethene,formaldehyde,propene,water,propadiene (allene),acetaldehyde,"1,3-butadiene",1-butene,acrolein,propanal,furan,cyclopentadiene,cyclopentene,cyclopentane,crotonaldehyde (trans),crotonaldehyde (cis),benzene,"1,2-epoxycyclopentane",toluene,cyclopentanone,cyclopent-2-enone,3-methylfuran,oxirane,h radical,hydroxy,hydroperoxy,peroxide,cyclopent-3-enone
100.0,0.00035,0.99465,0.005,0.03599239941678894,0.00005482137831222025,0.02537013861232916,32.6402566434124,349.3847511674468,6.9658868788771136,0.023268388734840707,6.5877087935223235,0.5830450926203397,0.0405191372555545,0.00006015930557419379,0.001458603120780362,0.0005807678157606725,0.05232290511277406,1.56974758383922e-6,9.208239797322167e-6,39.6003469460538,4952.704622789809,8.88210551027333e-6,3.6583534592118512e-6,0.00002433917335847194,7.495921985820479e-8,0.07974369425823764,7.278480142439006e-9,0.000086090215030954,0.0006786775413537475,1.1714906592577067e-8,0.000045094544405600494,4.964820176335002e-6,2.1670368713356736e-7,0.0010312978010451376,0.025918041931801982,3.4290652186284173e-6
12.0,0.002916667,0.992083333,0.005,1.213609922888069,0.00737044457582909,0.6666312554349487,46.35846241506066,2899.700563229294,28.31692620746325,0.7361922193651348,23.585283525902796,15.975024647678493,0.42012408997126294,0.0032028052668111773,0.018159163836919266,0.05218596083933528,1.7812469332280834,0.00016581540580275632,0.0004473728805810371,74.95106030045191,4883.476829681456,0.0001021802694436708,0.0001007179678352572,0.0006700806958014697,8.68796718951886e-6,0.8199283846219213,6.678352705770247e-7,0.0023677400798788988,0.026196430661324103,5.334112339386592e-7,0.0022046497751669696,0.00002072772667039246,5.995728357633232e-6,0.01053436942628555,0.2631513813502598,0.0003536238877843442
6.0,0.005833333,0.989166667,0.005,3.466460016003422,0.04261265906171813,1.7406351361993704,55.55093953777193,5785.430501816108,42.52518002550922,1.9994514422239054,31.131531953031352,45.105840316473525,0.7029776036327224,0.011079662860930348,0.06103670344321134,0.17548521917407192,4.971869956229986,0.0006472880854418553,0.0014688579350773372,98.77635520756104,4821.566928078114,0.00023046424686782297,0.00028963066562767985,0.0019269244468843956,0.0000783367162900753,1.7674060831229064,2.916565867031686e-6,0.005947718567963572,0.08404260375050486,1.7791326882259234e-6,0.007055071470634947,0.000031669728063281475,0.000017092678902302128,0.02295586170977738,0.5724499942930765,0.0017683199960321322
3.0,0.011666667,0.983333333,0.005,9.96963914301494,0.26625775796653633,4.379862871638139,69.76663509972524,11532.044049216389,65.1660309447529,5.122367160140683,37.7984618179885,126.73919017812591,0.9967580562805259,0.038633228473434415,0.2489497134696552,0.5144113773163177,13.231761249215019,0.0024361910460933504,0.004752810324043893,136.69886515569348,4693.069669336358,0.000522064311655373,0.0008701285466426568,0.005788999834945258,0.0008502195206133051,3.927419295235055,0.000014848508305748518,0.013648654374158622,0.282370506922872,6.209528669732135e-6,0.023516539783274445,0.00004956676687880457,0.00004907096422452926,0.05290389608583899,1.318865806339427,0.009093692071390684
2.0,0.0175,0.9775,0.005,19.704780218692285,0.8359522464557672,7.586879396647205,82.35480743267141,17248.40019510332,86.40666401674615,8.791438362588037,40.49018604341303,236.4562469189587,1.1045949105503274,0.08394186281046118,0.6343904298944539,0.9147058572482518,23.382031228522962,0.005464427431986132,0.009959953077716112,171.91960960916686,4544.182293616955,0.0008742299237294287,0.0018097403939389704,0.012040273682757728,0.003934403868828116,6.510454737950189,0.000044481230508379314,0.021461974357804968,0.6129285796540666,0.000013901689515032369,0.05124338088917313,0.0000668113569815207,0.000094006061411258,0.09204822378170681,2.297911502400671,0.024392129973628128
1.75,0.02,0.975,0.005,25.2802296059798,1.2439089254434506,9.180640217844429,87.62787251471302,19688.164026609367,95.6905469946753,10.544958892044374,41.11381704550006,292.6837956084419,1.1187726194173264,0.11028204670367281,0.8866327111181869,1.1019007057703387,28.278172992647892,0.0072565969150799586,0.013008672964516169,187.13354538702512,4471.997206783909,0.0010496101563692716,0.0023804810385917364,0.01583743263509013,0.006772426676958185,7.75812299612309,0.0000660405648338528,0.02482491777577904,0.8074749244087756,0.00001854496809294744,0.06771431148988936,0.00007454041412990913,0.0001179163209923307,0.1123907638633559,2.8084243661859847,0.03412568874252164
1.5,0.023333333,0.971666667,0.005,34.508143234974995,2.0021094289791863,11.574115141390697,94.64576628694898,22930.569125870054,108.42385927143016,13.097579865915403,41.67648289602002,377.14464729428494,1.1186722437143064,0.1536385643055791,1.3323432523471461,1.3694693223546244,35.31167340853919,0.010252147687075993,0.018106777796234156,207.73061141833966,4366.705728125195,0.0013092473051805186,0.003373375137899959,0.022443193484637088,0.013105146477429044,9.546032246970094,0.00010667736996722742,0.029311244331399384,1.1296779489441686,0.000026358845308065526,0.09511213915639197,0.0000853952325299815,0.00015499302918403428,0.14339306592190265,3.5887670562198792,0.050810770779114556
1.25,0.028,0.967,0.005,51.94155981725321,3.609993558248241,15.566385195147571,104.43411249472918,27447.584828865285,126.97939328859096,17.19516726885215,42.14650022347437,514.9585053421441,1.0949473302468868,0.23406097827625652,2.224385671924996,1.787283746706958,46.07705300750777,0.015937361094999807,0.02782200900179328,236.9393535980708,4200.819599526193,0.0017212093596741152,0.005399137298635714,0.035920660427935173,0.030202856995601754,12.240305375857414,0.0001935665011979003,0.03552367651233501,1.7284513019448706,0.00004114458031811607,0.14611496918390895,0.0001018710888217554,0.0002186112717787399,0.19500082944491332,4.8941586194946485,0.08278891924518453
1.1,0.031818182,0.963181818,0.005,71.24246038883076,5.5461114258002295,19.489127161403324,112.25180170736336,31122.974129016755,142.60539432408495,21.116698377404017,42.35167237280291,645.0006938178141,1.0648633884485912,0.3209894481824501,3.2410809067437114,2.172271922124446,55.538593815906914,0.022225370618940064,0.038626304351300156,260.46992392589533,4049.581217855965,0.0020910527065644254,0.007840342614855125,0.05216208094531905,0.05617559878519631,14.530326722982588,0.00029656485903173396,0.0404143677611212,2.371073866995768,0.00005725099036593148,0.20074288017195274,0.00011649536577490685,0.00028239387594904364,0.2447395562406209,6.160498892474498,0.11783836741615003
1.0,0.035,0.96,0.005,91.44042432576042,7.679768922862427,23.23009286537636,118.43843644078191,34172.466014933205,155.64402957153678,24.834807915673053,42.418148812248425,764.2249524461403,1.037826988427639,0.4101697667275261,4.3085806205779775,2.521067071266469,63.68441875708372,0.028781298259868325,0.04994950205766574,279.07999182323186,3914.7999484114084,0.002408914639853574,0.010579599437305652,0.07038644339926357,0.09041689692194067,16.42437023025039,0.0004054856289677441,0.044232142358689885,3.021601046860983,0.00007372690675645965,0.2558951495404703,0.00012933231263920347,0.0003442780618225297,0.2912740662439575,7.35363138111125,0.15378910326462322
